"IMAGE","NEWACCT_NO","LINE_STAT","BILL_CYCL","DISTRICT","TENURE","CHURN_REASON","CHURN_GROUP","CURRENT_MTH_CHURN","COSTCENTRE","EFFC_STRT_DATE","EFFC_EXP_DATE"
31-OCT-19,"75737072.001.000023765","AC","01","MA TAU KOK",146,"","","N","SCFY",13-APR-19,12-APR-21
31-OCT-19,"75737221.001.000023767","AC","01","KOWLOON BAY",146,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"75737536.001.000056209","AC","01","QUARRY BAY",146,"","","N","SCFY",12-MAY-19,11-MAY-21
31-OCT-19,"75737718.001.000023775","AC","01","HUNG HOM",146,"","","N","SCFY",01-MAR-19,29-FEB-20
31-OCT-19,"75739979.001.000023792","AC","01","TSUEN WAN",146,"","","N","SCFY",08-DEC-17,07-DEC-19
31-OCT-19,"75740027.001.000023794","AC","01","YAU MA TEI",146,"","","N","SCFY",18-MAR-19,17-MAR-21
31-OCT-19,"75740258.001.000023948","AC","01","CHEUNG SHA WAN",146,"","","N","SCFY",,
31-OCT-19,"75740977.001.000080718","AC","01","HUNG HOM",146,"","","N","SCFY",17-OCT-18,16-OCT-20
31-OCT-19,"75743625.001.000023812","AC","01","SHEUNG WAN",146,"","","N","SCFY",17-FEB-19,16-FEB-21
28-FEB-19,"75744128.003.000056857","AC","01","WAN CHAI",146,"(R) Others","(R) Others","Y","SCFD",,
28-FEB-19,"75744128.004.000056874","AC","01","QUEENSWAY",146,"(R) Others","(R) Others","Y","SCFD",,
31-OCT-19,"75744326.001.000023819","AC","01","TSUEN WAN",146,"","","N","SCFY",23-JAN-19,22-JAN-21
31-OCT-19,"75744805.001.000023824","AC","01","CHAI WAN",146,"","","N","SCFY",,
31-OCT-19,"75745885.001.000023833","AC","01","TSUEN WAN",146,"","","N","SCFY",15-APR-18,14-APR-20
31-OCT-19,"75746057.002.000059688","IS","01","SHEK TONG TSUI",146,"","","N","SCFY",01-APR-18,31-MAR-20
31-OCT-19,"75749093.001.000077847","AC","01","TSUEN WAN",146,"","","N","SCFY",29-MAR-18,28-MAR-20
31-OCT-19,"75750802.001.000078751","AC","01","KOWLOON BAY",146,"","","N","SCFY",06-JUN-18,05-JUN-20
31-OCT-19,"75752261.001.000023843","AC","01","KWAI CHUNG",146,"","","N","SCFY",26-MAR-19,25-MAR-21
31-OCT-19,"75753525.001.000023846","AC","01","CENTRAL DISTRICT",146,"","","N","SCFY",21-JAN-19,20-JAN-21
31-OCT-19,"75755157.001.000023857","AC","01","SHA TIN",146,"","","N","SCFY",14-JUL-18,13-JUL-20
31-OCT-19,"75755520.001.000023865","AC","01","TSUEN WAN",146,"","","N","SCFY",,
31-OCT-19,"75756429.001.000023877","AC","01","TAI PO",146,"","","N","SCFY",17-DEC-18,16-DEC-20
31-OCT-19,"75756429.001.000072352","AC","01","CHAI WAN",146,"","","N","SCFY",14-FEB-19,13-FEB-21
31-OCT-19,"75758821.001.000023894","AC","01","DIAMOND HILL",146,"","","N","SCFY",27-MAR-19,26-MAR-21
31-OCT-19,"75759076.002.000078803","AC","01","SHA TIN",146,"","","N","SCFY",20-MAY-18,19-MAY-20
31-OCT-19,"75760355.001.000023904","AC","01","TSUEN WAN",146,"","","N","SCFY",15-MAR-19,14-MAR-21
31-OCT-19,"75760355.001.000064088","AC","01","TSUEN WAN",146,"","","N","SCFY",06-FEB-18,05-FEB-20
31-OCT-19,"75760355.001.000064121","AC","01","TSUEN WAN",146,"","","N","SCFY",06-FEB-18,05-FEB-20
31-OCT-19,"75760652.002.000039294","AC","01","CAUSEWAY BAY",146,"","","N","SCFY",12-JUL-19,11-JUL-21
31-OCT-19,"75761130.001.000023910","AC","01","KWUN TONG",146,"","","N","SCFD",07-APR-19,06-APR-21
31-OCT-19,"75761130.002.000096492","AC","01","KWUN TONG",146,"","","N","SCFD",21-OCT-19,20-OCT-20
31-OCT-19,"75761130.005.000072223","AC","01","KWAI CHUNG",146,"","","N","SCFD",,
31-OCT-19,"75762617.001.000023923","AC","01","TSUEN WAN",146,"","","N","SCFY",25-SEP-19,24-SEP-21
31-OCT-19,"75762732.001.000023925","AC","01","TSUEN WAN",146,"","","N","SCFY",19-MAR-19,18-JUN-21
31-OCT-19,"75762807.002.000052564","AC","01","CAUSEWAY BAY",146,"","","N","SCFY",01-MAY-18,30-APR-20
31-OCT-19,"75762807.002.000083881","AC","01","CAUSEWAY BAY",146,"","","N","SCFY",24-JUN-19,23-JUN-21
31-OCT-19,"75762849.001.000023927","AC","01","SHEUNG SHUI",146,"","","N","SCFY",10-MAY-19,09-MAY-21
31-OCT-19,"75763011.001.000061348","AC","01","MONG KOK",146,"","","N","SCFY",01-SEP-19,31-AUG-21
31-OCT-19,"75763011.003.000064860","AC","01","WAN CHAI",146,"","","N","SCFY",01-MAR-19,28-FEB-21
31-OCT-19,"75763656.001.000023932","AC","01","WAN CHAI",146,"","","N","SCFY",23-SEP-17,22-FEB-20
31-OCT-19,"75767103.001.000081554","AC","01","KWUN TONG",146,"","","N","SCFD",05-JUL-18,04-JUL-20
31-DEC-18,"75767236.001.000023936","AC","01","SHA TIN",146,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75767780.001.000023939","AC","01","KWUN TONG",146,"","","N","SCFY",23-JUL-19,22-JUL-21
31-OCT-19,"75771378.001.000056101","AC","01","LAI CHI KOK",146,"","","N","SCFY",06-MAY-19,05-MAY-21
31-OCT-19,"75773879.001.000023970","AC","01","KWUN TONG",146,"","","N","SCFY",21-FEB-19,20-FEB-21
31-OCT-19,"75774042.001.000023976","AC","01","YAU TONG",146,"","","N","SCFY",01-APR-19,31-MAR-21
31-OCT-19,"75774448.001.000023980","AC","01","QUARRY BAY",145,"","","N","SCFY",22-AUG-19,21-OCT-21
31-OCT-19,"75774448.001.000043322","AC","01","QUARRY BAY",145,"","","N","SCFY",22-AUG-19,21-OCT-21
31-OCT-19,"75774448.002.000071183","AC","01","TSIM SHA TSUI",145,"","","N","SCFY",01-NOV-18,31-OCT-20
31-OCT-19,"75776252.001.000074324","AC","01","KWUN TONG",145,"","","N","SCFY",13-JUL-19,12-JUL-21
31-OCT-19,"75776948.002.000052382","AC","01","SAN PO KONG",145,"","","N","SCFY",15-JUN-18,14-JUN-20
31-OCT-19,"75777953.001.000066436","AC","01","CHAI WAN",145,"","","N","SCFY",14-AUG-19,13-AUG-21
31-OCT-19,"75780387.001.000024014","AC","01","CENTRAL DISTRICT",145,"","","N","SCFY",01-MAR-19,28-FEB-21
31-OCT-19,"75780387.001.000071315","AC","01","TSIM SHA TSUI",145,"","","N","SCFY",01-NOV-18,31-OCT-20
31-OCT-19,"75783373.001.000024020","AC","01","TO KWA WAN",145,"","","N","SCFY",26-NOV-18,25-NOV-20
31-OCT-19,"75783621.001.000024025","AC","01","SHEUNG WAN",145,"","","N","SCFY",21-JUN-19,20-JUN-21
31-MAR-19,"75784041.001.000024027","IS","01","KWUN TONG",145,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"75787382.001.000024028","AC","01","TAI PO",145,"","","N","SCFY",01-APR-19,31-MAR-21
31-OCT-19,"75787515.001.000024030","AC","01","WAN CHAI",145,"","","N","SCFY",01-DEC-17,30-NOV-19
31-OCT-19,"75787515.003.000068815","AC","01","WAN CHAI",145,"","","N","SCFY",27-MAR-18,26-MAR-20
31-OCT-19,"75788018.001.000024038","AC","01","TUEN MUN",145,"","","N","SCFY",19-DEC-18,18-DEC-20
31-OCT-19,"75788158.001.000024040","AC","01","TSEUNG KWAN O",145,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"75789024.001.000024044","AC","01","KWAI CHUNG",145,"","","N","SCFY",16-JUN-19,15-JUN-21
31-OCT-19,"75789032.001.000024043","AC","01","CHAI WAN",145,"","","N","SCFY",01-APR-19,31-MAR-21
31-OCT-19,"75789313.001.000024047","AC","01","TSEUNG KWAN O",145,"","","N","SCFY",12-JAN-17,11-JAN-20
31-OCT-19,"75793513.001.000068770","AC","01","SHEUNG WAN",145,"","","N","SCFY",06-APR-18,05-APR-20
31-OCT-19,"75793588.001.000024068","AC","01","WAN CHAI",145,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"75793901.001.000064441","AC","01","TSIM SHA TSUI",145,"","","N","SCFY",01-FEB-19,31-JAN-21
31-OCT-19,"75793950.001.000024076","AC","01","TUEN MUN",145,"","","N","SCFY",15-FEB-19,14-FEB-21
31-OCT-19,"75794214.001.000024079","AC","01","SAN PO KONG",145,"","","N","SCFY",25-SEP-19,24-SEP-21
31-OCT-19,"75794214.001.000058451","AC","01","SAN PO KONG",145,"","","N","SCFY",19-SEP-19,18-SEP-21
31-OCT-19,"75796128.001.000024092","AC","01","KWUN TONG",145,"","","N","SCFY",30-JUL-19,29-AUG-21
31-OCT-19,"75796177.001.000024095","AC","01","MONG KOK",145,"","","N","SCFY",13-FEB-18,12-FEB-20
31-OCT-19,"75796714.002.000064316","AC","01","CHEUNG SHA WAN",145,"","","N","SCFY",14-MAY-19,13-MAY-21
31-OCT-19,"75797969.001.000024103","AC","01","SHEUNG WAN",145,"","","N","SCFY",01-JUN-18,31-MAY-20
31-OCT-19,"75798744.001.000024106","AC","01","SHA TIN",145,"","","N","SCFY",04-SEP-19,03-SEP-21
31-OCT-19,"75803544.003.000080865","AC","01","YAU MA TEI",145,"","","N","SCFY",05-OCT-18,04-OCT-20
31-OCT-19,"75804674.001.000024134","AC","01","TSUEN WAN",145,"","","N","SCFY",13-MAR-19,12-MAR-21
31-OCT-19,"75805804.001.000024137","AC","01","YAU MA TEI",145,"","","N","SCFY",30-DEC-18,29-DEC-20
31-OCT-19,"75806513.002.000033248","AC","01","CHAI WAN",145,"","","N","SCFY",30-APR-19,29-APR-21
30-APR-19,"75807321.001.000076212","AC","01","TSUEN WAN",145,"","","N","SCFY",,
31-OCT-19,"75807321.001.000083483","AC","01","KWAI CHUNG",145,"","","N","SCFY",06-MAY-19,05-MAY-21
31-OCT-19,"75807354.002.000063204","AC","01","CHEUNG SHA WAN",145,"","","N","SCFY",28-SEP-18,27-SEP-20
31-OCT-19,"75807842.001.000094046","AC","01","YAU MA TEI",145,"","","N","SCFY",06-MAY-19,05-MAY-21
31-OCT-19,"75807982.002.000087038","AC","01","TSEUNG KWAN O",145,"","","N","SCFY",21-DEC-17,20-DEC-19
31-OCT-19,"75808014.001.000024158","AC","01","SHEUNG WAN",145,"","","N","SCFY",02-SEP-18,01-SEP-20
31-OCT-19,"75810002.001.000024161","AC","01","TSUEN WAN",145,"","","N","SCFY",17-APR-19,16-APR-21
31-OCT-19,"75810028.001.000024162","AC","01","NORTH POINT",145,"","","N","SCFY",15-MAR-19,14-MAR-21
31-OCT-19,"75812990.001.000086014","AC","01","YAU MA TEI",145,"","","N","SCFY",26-OCT-19,25-OCT-21
31-OCT-19,"75813873.001.000024182","AC","01","KWUN TONG",145,"","","N","SCFY",28-MAR-19,27-MAR-21
31-OCT-19,"75814319.001.000024183","AC","01","WAN CHAI",145,"","","N","SCFY",20-DEC-18,19-DEC-20
31-OCT-19,"75814319.001.000084799","AC","01","WAN CHAI",145,"","","N","SCFY",04-AUG-19,03-AUG-21
31-OCT-19,"75814343.001.000069457","AC","01","CHAI WAN",145,"","","N","SCFY",21-MAY-18,20-MAY-20
31-OCT-19,"75816991.001.000024189","AC","01","SAI YING PUN",145,"","","N","SCFY",02-JUL-19,01-JUL-21
30-JUN-19,"75816991.001.000084323","AC","01","SAI YING PUN",145,"Network Problem","Network Problem","Y","SCFY",,
31-OCT-19,"75817080.001.000024190","AC","01","MONG KOK",145,"","","N","SCFY",24-MAR-19,23-MAR-21
31-OCT-19,"75817213.001.000024192","AC","01","HUNG HOM",145,"","","N","SCFY",01-OCT-19,30-SEP-21
31-OCT-19,"75822304.001.000024198","AC","01","YAU TONG",145,"","","N","SCFY",27-MAY-19,26-MAY-21
31-OCT-19,"75822445.001.000024201","AC","01","TSIM SHA TSUI",145,"","","N","SCFY",01-JUN-18,31-MAY-20
31-OCT-19,"75823104.003.000057191","AC","01","NORTH POINT",145,"","","N","SCFD",04-JUN-18,03-JUN-20
31-OCT-19,"75823104.003.000058509","AC","01","NORTH POINT",145,"","","N","SCFD",09-FEB-19,08-FEB-21
31-OCT-19,"75823104.005.000087779","AC","01","CHEUNG SHA WAN",145,"","","N","SCFD",28-FEB-18,28-FEB-20
31-OCT-19,"75823104.006.000092869","AC","01","TSEUNG KWAN O",145,"","","N","SCFD",01-FEB-19,31-JAN-22
31-OCT-19,"75823104.007.000092894","AC","01","TSIM SHA TSUI",145,"","","N","SCFD",31-JAN-19,30-JAN-22
31-OCT-19,"75823906.002.000054770","AC","01","KWUN TONG",145,"","","N","SCFD",23-FEB-19,22-FEB-21
31-OCT-19,"75825117.001.000024207","AC","01","KWAI CHUNG",145,"","","N","SCFY",28-SEP-19,27-NOV-21
31-OCT-19,"75825489.001.000024218","AC","01","SHA TIN",145,"","","N","SCFY",28-DEC-18,27-DEC-20
31-OCT-19,"75825489.001.000091704","AC","01","SHA TIN",145,"","","N","SCFY",09-JAN-19,08-JAN-21
31-AUG-19,"75825745.001.000024220","IS","01","NORTH POINT",145,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"75825877.001.000024223","AC","01","KOWLOON BAY",145,"","","N","SCFY",30-JAN-19,29-JAN-21
31-OCT-19,"75827162.001.000024230","AC","01","SHA TIN",145,"","","N","SCFY",21-AUG-18,20-AUG-20
31-OCT-19,"75828475.002.000061589","AC","01","TSIM SHA TSUI EAST",145,"","","N","SCFY",23-MAY-17,22-MAY-21
31-OCT-19,"75828707.001.000024239","AC","01","FANLING",145,"","","N","SCFY",05-JUL-19,04-JUL-22
31-OCT-19,"75828723.002.000067038","AC","01","TUEN MUN",145,"","","N","SCFY",17-DEC-18,16-DEC-20
31-OCT-19,"75831602.001.000024251","AC","01","TSIM SHA TSUI",145,"","","N","SCFY",11-APR-19,10-APR-21
31-OCT-19,"75831776.001.000024253","AC","01","SHA TIN",145,"","","N","SCFY",14-NOV-18,13-NOV-20
31-OCT-19,"75833459.001.000086107","AC","01","SAI YING PUN",145,"","","N","SCFY",20-OCT-19,19-OCT-21
31-OCT-19,"75833814.001.000024260","AC","01","KWAI CHUNG",145,"","","N","SCFY",01-AUG-19,31-JUL-20
31-OCT-19,"75833848.002.000063411","IS","01","SAI YING PUN",145,"","","N","SCFY",,
30-SEP-19,"75834622.002.000037499","AC","01","KWAI CHUNG",145,"UNSATISFY CS HOTLINE","UNSATISFY CS HOTLINE","Y","SCFY",,
31-OCT-19,"75834911.001.000024281","AC","01","HUNG HOM",145,"","","N","SCFY",01-DEC-17,30-NOV-19
31-OCT-19,"75834911.001.000090120","AC","01","HUNG HOM",145,"","","N","SCFY",04-AUG-18,03-AUG-20
31-OCT-19,"75839068.005.000066162","AC","01","KWAI CHUNG",145,"","","N","SCFD",30-JUL-19,29-JUL-21
31-OCT-19,"75839068.006.000066164","AC","01","MONG KOK",145,"","","N","SCFD",30-JUL-19,29-JUL-21
31-OCT-19,"75840272.001.000024294","AC","01","KENNEDY TOWN",145,"","","N","SCFY",02-MAY-19,01-MAY-21
31-OCT-19,"75840496.001.000024295","AC","01","SAI YING PUN",145,"","","N","SCFD",13-APR-19,12-APR-21
31-OCT-19,"75840579.001.000024304","AC","01","LAM TIN",145,"","","N","SCFY",15-OCT-18,14-OCT-20
31-OCT-19,"75840777.001.000024299","AC","01","SAN PO KONG",145,"","","N","SCFY",01-DEC-18,30-NOV-20
31-AUG-19,"75840975.001.000024302","IS","01","TUEN MUN",145,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"75841692.001.000024303","AC","01","KWAI CHUNG",145,"","","N","SCFY",03-OCT-18,02-OCT-20
31-OCT-19,"75842575.001.000072771","AC","01","WAN CHAI",145,"","","N","SCFY",02-APR-19,01-APR-21
31-OCT-19,"75842997.002.000033576","AC","01","CHEUNG SHA WAN",145,"","","N","SCFY",01-JUN-19,31-MAY-20
31-OCT-19,"75843532.001.000058848","AC","01","CENTRAL DISTRICT",145,"","","N","SCFD",,
31-OCT-19,"75843532.001.000090653","AC","01","CENTRAL DISTRICT",145,"","","N","SCFD",17-AUG-18,16-AUG-21
31-OCT-19,"75843805.002.000057161","AC","01","TUEN MUN",145,"","","N","SCFY",27-JUN-19,26-JUN-21
31-OCT-19,"75843805.003.000065500","AC","01","TUEN MUN",145,"","","N","SCFY",17-JUN-19,16-JUN-21
31-OCT-19,"75843805.004.000056407","AC","01","TUEN MUN",145,"","","N","SCFY",01-MAR-19,28-FEB-21
31-OCT-19,"75843805.004.000093253","AC","01","TUEN MUN",145,"","","N","SCFY",01-MAR-19,28-FEB-21
31-JUL-19,"75843854.001.000024325","AC","01","TSUEN WAN",145,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75845081.001.000064125","AC","01","KWAI CHUNG",145,"","","N","SCFY",21-MAY-19,20-MAY-21
31-OCT-19,"75845354.001.000024329","AC","01","CHEUNG SHA WAN",145,"","","N","SCFY",12-AUG-17,11-OCT-20
31-MAR-19,"75845420.001.000024330","AC","01","WAN CHAI",145,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75845750.001.000088168","AC","01","TAI PO",145,"","","N","SCFY",28-MAR-18,27-MAR-20
31-OCT-19,"75847202.001.000024338","AC","01","KWAI CHUNG",145,"","","N","SCFY",06-MAR-19,05-MAR-21
31-OCT-19,"75847251.001.000024339","AC","01","TSUEN WAN",145,"","","N","SCFY",24-APR-19,23-APR-21
31-OCT-19,"75847251.001.000091072","AC","01","TSUEN WAN",145,"","","N","SCFY",24-APR-19,23-APR-21
31-OCT-19,"75847459.001.000024341","AC","01","SIU LAM",145,"","","N","SCFY",09-FEB-19,08-FEB-21
31-OCT-19,"75847749.001.000083468","AC","01","KWAI CHUNG",145,"","","N","SCFY",26-APR-19,25-APR-21
31-OCT-19,"75847749.002.000092308","AC","01","KWAI CHUNG",145,"","","N","SCFY",14-FEB-19,13-FEB-21
31-OCT-19,"75847871.001.000024348","AC","01","SHA TIN",145,"","","N","SCFY",11-JUN-19,10-JUN-21
31-OCT-19,"75850305.001.000024358","AC","01","TSUEN WAN",145,"","","N","SCFY",02-FEB-19,01-FEB-21
31-OCT-19,"75850727.001.000024361","AC","01","SAN PO KONG",145,"","","N","SCFY",,
31-OCT-19,"75850859.001.000082213","AC","01","KWUN TONG",145,"","","N","SCFY",25-JAN-19,24-JAN-21
31-OCT-19,"75851592.001.000024372","AC","01","MONG KOK",145,"","","N","SCFY",19-SEP-17,18-SEP-20
31-OCT-19,"75851675.001.000093053","AC","01","ABERDEEN",145,"","","N","SCFY",18-FEB-19,17-FEB-21
31-OCT-18,"75851741.001.000074749","AC","01","MONG KOK",145,"Relocate to non-coverage(w/prof)","Relocate to non-coverage(w/prof)","Y","SCFY",,
30-SEP-19,"75852731.001.000024383","AC","01","KWAI CHUNG",144,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
30-NOV-18,"75852905.001.000024389","AC","01","KWUN TONG",144,"Closing Business","Closing Business","Y","SCFY",,
30-NOV-18,"75852905.001.000084090","AC","01","KWUN TONG",144,"Closing Business","Closing Business","Y","SCFY",,
31-OCT-19,"75853077.001.000067917","AC","01","CHAI WAN",144,"","","N","SCFY",15-OCT-19,14-OCT-21
31-OCT-19,"75853275.001.000057912","AC","01","SAN PO KONG",144,"","","N","SCFY",13-JUN-19,12-JUL-21
31-OCT-19,"75853275.001.000066475","AC","01","SAN PO KONG",144,"","","N","SCFY",,
31-OCT-19,"75853275.001.000088913","AC","01","SAN PO KONG",144,"","","N","SCFY",01-JUN-18,31-MAY-20
28-FEB-19,"75853507.001.000091487","AC","01","KWUN TONG",144,"","","N","SCFY",,
31-OCT-19,"75853507.002.000091487","AC","01","KWUN TONG",144,"","","N","SCFY",28-DEC-18,27-DEC-20
31-OCT-19,"75853515.001.000068326","AC","01","WAN CHAI",144,"","","N","SCFY",11-MAR-18,10-MAR-20
31-OCT-19,"75853515.001.000068328","AC","01","WAN CHAI",144,"","","N","SCFY",01-JUN-18,31-MAY-20
31-OCT-19,"75853515.001.000087096","AC","01","WAN CHAI",144,"","","N","SCFY",01-JUN-18,31-MAY-20
31-AUG-19,"75864165.001.000024393","AC","01","POK FU LAM",144,"COM-Unsatisfy Service quality","COM-Unsatisfy Service quality","Y","SCFY",,
31-OCT-19,"75864165.001.000095018","AC","01","POK FU LAM",144,"","","N","SCFY",23-AUG-19,22-AUG-21
31-OCT-19,"75868679.001.000024400","AC","01","KWAI CHUNG",144,"","","N","SCFY",30-MAY-18,29-MAY-20
31-JAN-19,"75870105.001.000024408","AC","01","CENTRAL DISTRICT",144,"","","N","SCFD",,
31-JAN-19,"75870105.001.000062036","AC","01","QUARRY BAY",144,"","","N","SCFD",,
31-OCT-19,"75870105.001.000072976","AC","01","CENTRAL DISTRICT",144,"","","N","SCFD",18-APR-19,17-APR-21
31-OCT-19,"75870105.002.000062036","AC","01","QUARRY BAY",144,"","","N","SCFD",01-OCT-18,30-SEP-20
31-OCT-19,"75870105.003.000024408","AC","01","CENTRAL DISTRICT",144,"","","N","SCFD",,
31-OCT-19,"75870691.001.000070529","AC","01","KWAI CHUNG",144,"","","N","SCFY",15-OCT-18,14-OCT-20
31-OCT-19,"75872812.001.000054967","AC","01","HUNG HOM",144,"","","N","SCFY",18-DEC-18,17-DEC-20
31-OCT-19,"75872937.001.000024422","AC","01","TSIM SHA TSUI EAST",144,"","","N","SCFY",16-MAR-19,15-MAR-21
31-OCT-19,"75873752.001.000091456","AC","01","ABERDEEN",144,"","","N","SCFY",22-OCT-19,21-OCT-22
31-OCT-19,"75874206.001.000073319","AC","01","WAN CHAI",144,"","","N","SCFY",29-AUG-19,28-SEP-21
31-OCT-19,"75874347.001.000091457","AC","01","SIU SAI WAN",144,"","","N","SCFY",17-JUN-19,16-JUN-22
31-OCT-19,"75875146.001.000024433","AC","01","CHEUNG SHA WAN",144,"","","N","SCFY",05-JAN-18,04-JAN-20
31-OCT-19,"75875146.001.000079624","AC","01","SHA TIN",144,"","","N","SCFY",14-JUL-18,13-JUL-20
31-OCT-19,"75875146.001.000089596","AC","01","SHA TIN",144,"","","N","SCFY",14-JUL-18,13-JUL-20
31-OCT-19,"75875781.001.000024442","AC","01","WAN CHAI",144,"","","N","SCFY",01-AUG-19,30-SEP-21
31-OCT-19,"75876375.001.000024444","AC","01","NORTH POINT",144,"","","N","SCFY",09-MAR-18,08-JUN-21
31-OCT-19,"75877233.001.000024449","AC","01","SHA TIN",144,"","","N","SCFY",27-DEC-17,26-DEC-19
31-OCT-19,"75877233.001.000086503","AC","01","SHA TIN",144,"","","N","SCFY",02-JAN-18,01-JAN-20
31-OCT-19,"75879734.004.000090925","AC","01","WAN CHAI",144,"","","N","SCFD",06-SEP-18,05-SEP-20
31-OCT-19,"75881169.001.000024453","AC","01","TSUEN WAN",144,"","","N","SCFY",29-MAY-18,28-MAY-20
31-OCT-19,"75881342.001.000024458","AC","01","KWAI CHUNG",144,"","","N","SCFY",10-SEP-19,09-SEP-21
31-OCT-19,"75885798.001.000024464","AC","01","TSIM SHA TSUI",144,"","","N","SCFY",01-SEP-19,31-AUG-21
31-OCT-18,"75887190.001.000062233","AC","01","TSIM SHA TSUI",144,"No Reason Stated","No Reason Stated","Y","SCFY",,
31-OCT-19,"75887257.001.000024480","AC","01","SAN PO KONG",144,"","","N","SCFY",15-JUN-18,14-MAR-21
31-OCT-19,"75887489.001.000024483","AC","01","SHA TIN",144,"","","N","SCFY",29-DEC-18,28-DEC-20
31-OCT-19,"75887489.001.000092344","AC","01","SHA TIN",144,"","","N","SCFY",24-DEC-18,23-DEC-20
31-OCT-19,"75888206.001.000024489","AC","01","TSUEN WAN",144,"","","N","SCFY",07-APR-17,06-APR-20
31-OCT-19,"75888453.001.000092991","AC","01","KWUN TONG",144,"","","N","SCFY",20-FEB-19,19-FEB-21
31-OCT-19,"75890194.001.000024503","AC","01","SHA TIN",144,"","","N","SCFY",03-SEP-18,02-SEP-20
31-OCT-19,"75890194.001.000090821","AC","01","SHA TIN",144,"","","N","SCFY",11-SEP-18,10-SEP-20
31-OCT-19,"75890194.001.000090822","AC","01","SHA TIN",144,"","","N","SCFY",11-SEP-18,10-SEP-20
31-OCT-19,"75890194.002.000070276","AC","01","SHA TIN",144,"","","N","SCFY",03-SEP-18,02-SEP-20
31-OCT-19,"75890194.002.000079031","AC","01","SHA TIN",144,"","","N","SCFY",06-SEP-18,05-SEP-20
31-OCT-19,"75891028.001.000024513","AC","01","KWAI CHUNG",144,"","","N","SCFY",05-APR-19,04-APR-21
31-OCT-19,"75891325.001.000022708","AC","01","HUNG HOM",144,"","","N","SCFD",24-JUL-18,23-JUL-20
31-OCT-19,"75891325.003.000061466","AC","01","KOWLOON TONG",144,"","","N","SCFD",21-JUL-19,20-JUL-21
31-OCT-19,"75891325.004.000061490","AC","01","MA ON SHAN",144,"","","N","SCFD",06-MAR-18,05-MAR-20
31-OCT-19,"75891325.005.000061467","AC","01","MA ON SHAN",144,"","","N","SCFD",,
31-OCT-19,"75891325.006.000061488","AC","01","KOWLOON TONG",144,"","","N","SCFD",,
31-OCT-19,"75891325.007.000095729","AC","01","NORTH POINT",144,"","","N","SCFD",12-SEP-19,11-SEP-21
31-OCT-19,"75891325.007.000096049","AC","01","NORTH POINT",144,"","","N","SCFD",27-SEP-19,26-SEP-21
31-OCT-19,"75891325.007.000096050","AC","01","NORTH POINT",144,"","","N","SCFD",28-SEP-19,27-SEP-21
31-OCT-19,"75891325.007.000096415","AC","01","NORTH POINT",144,"","","N","SCFD",22-OCT-19,21-OCT-21
31-OCT-19,"75891325.008.000095741","AC","01","THE PEAK",144,"","","N","SCFD",27-AUG-19,26-AUG-21
31-OCT-19,"75891333.001.000024514","AC","01","NORTH POINT",144,"","","N","SCFY",01-AUG-18,31-DEC-20
31-OCT-19,"75891333.001.000094067","AC","01","SHAM SHUI PO",144,"","","N","SCFY",08-MAY-19,07-MAY-21
31-OCT-19,"75891556.001.000024519","AC","01","SHAU KEI WAN",144,"","","N","SCFY",28-SEP-18,27-SEP-20
